LSOA11CD,LSOA11NM,LAD11CD,LAD11NM,HHI_mean_2001,HHI_mean_2002,HHI_mean_2003,HHI_mean_2004,HHI_mean_2005,HHI_mean_2006,HHI_mean_2007,HHI_mean_2008,HHI_mean_2009,HHI_mean_2010,HHI_mean_2011,HHI_mean_2012
E01002481,Hillingdon 004E,E09000017,Hillingdon,33160,33610,35150,37360,38090,40540,41340,44410,44540,46340,48130,49280
E01002482,Hillingdon 001E,E09000017,Hillingdon,41450,42140,44170,47030,47980,51070,52040,55850,55920,58070,60170,61460
E01002483,Hillingdon 002D,E09000017,Hillingdon,33990,34440,36010,38280,39020,41540,42360,45530,45680,47550,49410,50620
E01002484,Hillingdon 002E,E09000017,Hillingdon,33570,33990,35500,37700,38400,40850,41620,44690,44800,46590,48370,49520
E01002485,Hillingdon 002F,E09000017,Hillingdon,33760,34030,35380,37420,37950,40200,40810,43650,43600,45200,46780,47740
E01002486,Hillingdon 028A,E09000017,Hillingdon,28280,28490,29630,31350,31830,33750,34300,36750,36760,38150,39540,40420
E01002487,Hillingdon 028B,E09000017,Hillingdon,28190,28290,29310,30890,31250,33030,33450,35720,35620,36870,38110,38850
E01002488,Hillingdon 030B,E09000017,Hillingdon,29100,29320,30490,32250,32730,34680,35210,37680,37640,39030,40390,41230
E01002489,Hillingdon 030C,E09000017,Hillingdon,28880,29060,30180,31880,32310,34210,34700,37100,37040,38380,39710,40520
E01002490,Hillingdon 030D,E09000017,Hillingdon,28710,28890,30000,31690,32120,33990,34470,36850,36780,38090,39390,40170
E01002491,Hillingdon 032D,E09000017,Hillingdon,27400,27520,28550,30130,30500,32260,32700,34940,34860,36110,37330,38080
E01002492,Hillingdon 030E,E09000017,Hillingdon,28550,28770,29920,31660,32130,34050,34580,37020,37000,38380,39740,40590
E01002493,Hillingdon 032E,E09000017,Hillingdon,27580,27650,28620,30150,30470,32170,32550,34730,34600,35780,36950,37630
E01002494,Hillingdon 009C,E09000017,Hillingdon,32220,32710,34270,36500,37280,39750,40610,43720,43930,45800,47670,48920
E01002495,Hillingdon 010E,E09000017,Hillingdon,35230,35820,37560,40010,40860,43550,44450,47790,47950,49920,51870,53130
E01002496,Hillingdon 033A,E09000017,Hillingdon,32140,32440,33790,35790,36370,38610,39260,42090,42130,43770,45400,46440
E01002497,Hillingdon 033B,E09000017,Hillingdon,31920,32270,33660,35700,36330,38610,39320,42200,42290,43980,45660,46750
E01002498,Hillingdon 033C,E09000017,Hillingdon,33490,33950,35500,37760,38510,41010,41840,44990,45150,47010,48860,50080
E01002499,Hillingdon 033D,E09000017,Hillingdon,31650,32040,33470,35560,36230,38550,39310,42230,42360,44100,45820,46950
E01002501,Hillingdon 026B,E09000017,Hillingdon,29240,29340,30400,32040,32410,34240,34670,37000,36880,38160,39420,40160
E01002502,Hillingdon 026C,E09000017,Hillingdon,26770,26970,28060,29700,30160,31990,32530,34860,34880,36220,37560,38400
E01002503,Hillingdon 027C,E09000017,Hillingdon,26250,26480,27580,29220,29700,31540,32090,34420,34470,35820,37170,38030
E01002504,Hillingdon 027D,E09000017,Hillingdon,28030,28250,29380,31100,31580,33490,34040,36480,36500,37900,39290,40180
E01002505,Hillingdon 026D,E09000017,Hillingdon,26590,26640,27560,29010,29300,30930,31290,33380,33260,34400,35540,36210
E01002506,Hillingdon 027E,E09000017,Hillingdon,25270,25440,26450,27970,28390,30110,30590,32770,32780,34040,35290,36070
E01002507,Hillingdon 027F,E09000017,Hillingdon,28270,28430,29510,31160,31570,33410,33880,36220,36160,37460,38750,39530
E01002508,Hillingdon 026E,E09000017,Hillingdon,25590,25710,26680,28170,28550,30230,30670,32810,32780,34000,35200,35950
E01002509,Hillingdon 017D,E09000017,Hillingdon,37550,37780,39210,41380,41890,44270,44830,47840,47650,49260,50830,51730
E01002511,Hillingdon 017E,E09000017,Hillingdon,32970,33210,34510,36480,36990,39160,39730,42480,42410,43940,45440,46350
E01002512,Hillingdon 013C,E09000017,Hillingdon,41180,41640,43410,45960,46640,49370,50040,53420,53210,54980,56680,57610
E01002513,Hillingdon 013D,E09000017,Hillingdon,38030,38640,40470,43060,43910,46710,47570,51030,51080,53030,54940,56100
E01002514,Hillingdon 015C,E09000017,Hillingdon,36610,36740,38050,40070,40480,42710,43170,46000,45770,47260,48730,49540
E01002515,Hillingdon 015D,E09000017,Hillingdon,36030,36020,37170,39000,39260,41280,41580,44170,43800,45080,46340,46970
E01002516,Hillingdon 013E,E09000017,Hillingdon,41090,41620,43460,46100,46850,49680,50440,53950,53830,55720,57560,58610
E01002518,Hillingdon 022C,E09000017,Hillingdon,32820,33020,34270,36180,36630,38720,39220,41860,41720,43140,44530,45340
E01002519,Hillingdon 022D,E09000017,Hillingdon,28720,28880,29980,31650,32060,33920,34380,36740,36660,37960,39250,40030
E01002520,Hillingdon 016B,E09000017,Hillingdon,31830,31990,33190,35010,35430,37440,37910,40460,40320,41690,43040,43820
E01002521,Hillingdon 016C,E09000017,Hillingdon,28630,28860,30040,31790,32280,34230,34780,37240,37230,38630,40010,40860
E01002523,Hillingdon 016D,E09000017,Hillingdon,32000,32160,33360,35190,35610,37630,38100,40660,40510,41880,43240,44020
E01002525,Hillingdon 029B,E09000017,Hillingdon,31560,31790,33050,34940,35430,37510,38060,40690,40610,42070,43490,44350
E01002526,Hillingdon 028C,E09000017,Hillingdon,27340,27540,28630,30290,30740,32590,33100,35450,35450,36780,38110,38930
E01002527,Hillingdon 031D,E09000017,Hillingdon,29950,30130,31270,33020,33440,35370,35840,38280,38170,39490,40800,41560
E01002528,Hillingdon 028D,E09000017,Hillingdon,26940,27120,28180,29800,30230,32040,32540,34840,34830,36140,37440,38250
E01002529,Hillingdon 029C,E09000017,Hillingdon,31200,31300,32410,34130,34480,36380,36780,39190,39000,40270,41530,42230
E01002530,Hillingdon 029D,E09000017,Hillingdon,26190,26350,27360,28910,29310,31050,31510,33710,33680,34920,36160,36910
E01002531,Hillingdon 029E,E09000017,Hillingdon,31580,31730,32910,34710,35120,37110,37570,40100,39950,41300,42640,43410
E01002532,Hillingdon 028E,E09000017,Hillingdon,28040,28170,29210,30820,31210,33010,33460,35770,35700,36990,38270,39050
E01002533,Hillingdon 005A,E09000017,Hillingdon,35350,35570,36930,39000,39500,41780,42350,45250,45150,46750,48330,49280
E01002534,Hillingdon 005B,E09000017,Hillingdon,36700,37150,38800,41190,41940,44590,45420,48740,48830,50760,52670,53880
E01002535,Hillingdon 007E,E09000017,Hillingdon,39180,39640,41340,43810,44500,47170,47870,51190,51080,52880,54640,55660
E01002536,Hillingdon 009D,E09000017,Hillingdon,37740,38150,39780,42170,42870,45500,46260,49560,49570,51440,53290,54430
E01002537,Hillingdon 009E,E09000017,Hillingdon,37820,38320,40050,42550,43350,46110,46990,50460,50580,52600,54620,55920
E01002538,Hillingdon 005C,E09000017,Hillingdon,34170,34550,36040,38230,38890,41320,42060,45120,45190,46960,48720,49840
E01002539,Hillingdon 005D,E09000017,Hillingdon,37720,38050,39610,41920,42540,45090,45780,48980,48930,50710,52470,53530
E01002540,Hillingdon 020C,E09000017,Hillingdon,27900,28020,29060,30670,31060,32870,33330,35640,35590,36890,38180,38970
E01002541,Hillingdon 023A,E09000017,Hillingdon,31150,31570,33010,35080,35730,37990,38670,41480,41520,43120,44690,45670
E01002542,Hillingdon 020D,E09000017,Hillingdon,26040,26250,27330,28950,29430,31260,31820,34160,34230,35610,36980,37890
E01002543,Hillingdon 020E,E09000017,Hillingdon,26060,26310,27430,29100,29630,31520,32120,34520,34640,36070,37500,38450
E01002544,Hillingdon 023B,E09000017,Hillingdon,31860,32160,33490,35440,35960,38080,38630,41280,41180,42620,44030,44860
E01002545,Hillingdon 023C,E09000017,Hillingdon,26560,26910,28130,29900,30470,32420,33040,35490,35570,36990,38410,39320
E01002546,Hillingdon 023D,E09000017,Hillingdon,28100,28560,29940,31910,32600,34760,35490,38180,38330,39910,41480,42500
E01002547,Hillingdon 023E,E09000017,Hillingdon,27550,27930,29210,31060,31670,33710,34360,36900,37000,38480,39950,40910
E01002548,Hillingdon 025A,E09000017,Hillingdon,27640,27750,28770,30340,30710,32470,32900,35150,35060,36300,37530,38270
E01002549,Hillingdon 025B,E09000017,Hillingdon,30730,30910,32100,33900,34340,36340,36850,39380,39290,40690,42060,42880
E01002550,Hillingdon 022E,E09000017,Hillingdon,29800,29840,30840,32420,32690,34440,34760,36980,36750,37890,39020,39640
E01002551,Hillingdon 025C,E09000017,Hillingdon,28460,28600,29670,31310,31700,33530,33990,36320,36240,37520,38800,39570
E01002552,Hillingdon 025D,E09000017,Hillingdon,29020,29110,30150,31760,32100,33900,34310,36610,36470,37720,38950,39670
E01002553,Hillingdon 025E,E09000017,Hillingdon,27700,27860,28920,30550,30960,32780,33260,35580,35540,36850,38140,38940
E01002554,Hillingdon 022F,E09000017,Hillingdon,29880,30040,31170,32900,33310,35220,35680,38100,37990,39310,40620,41400
E01032577,Hillingdon 033E,E09000017,Hillingdon,32120,32650,34240,36510,37340,39880,40790,43970,44240,46180,48110,49410
E01033724,Hillingdon 016F,E09000017,Hillingdon,31940,31990,33070,34770,35070,36950,37300,39690,39430,40660,41870,42530
E01033725,Hillingdon 015F,E09000017,Hillingdon,34600,34650,35810,37640,37960,39990,40370,42970,42710,44070,45400,46140
E01002555,Hounslow 022A,E09000018,Hounslow,31770,31900,33070,34860,35260,37240,37690,40200,40040,41380,42700,43450
E01002556,Hounslow 022B,E09000018,Hounslow,30010,30270,31500,33340,33860,35910,36480,39070,39060,40520,41960,42850
E01002557,Hounslow 023A,E09000018,Hounslow,28610,28810,29960,31700,32180,34120,34670,37140,37140,38550,39940,40820
E01002558,Hounslow 023B,E09000018,Hounslow,27580,27860,29060,30840,31400,33390,34020,36530,36630,38100,39560,40500
E01002559,Hounslow 023C,E09000018,Hounslow,27910,28230,29470,31300,31900,33950,34610,37190,37300,38820,40330,41300
E01002560,Hounslow 023D,E09000018,Hounslow,28560,28710,29790,31460,31870,33730,34210,36580,36530,37850,39160,39950
E01002561,Hounslow 023E,E09000018,Hounslow,27510,27630,28650,30230,30600,32370,32820,35070,35010,36260,37510,38270
E01002562,Hounslow 003A,E09000018,Hounslow,31080,31270,32470,34310,34780,36820,37360,39950,39890,41340,42770,43650
E01002563,Hounslow 006A,E09000018,Hounslow,36490,36750,38180,40320,40830,43150,43680,46600,46390,47910,49400,50220
E01002564,Hounslow 003B,E09000018,Hounslow,30070,30350,31620,33500,34060,36150,36770,39420,39440,40960,42450,43390
E01002565,Hounslow 006B,E09000018,Hounslow,33400,33730,35140,37220,37800,40060,40670,43510,43430,44990,46510,47410
E01002566,Hounslow 003C,E09000018,Hounslow,32040,32090,33170,34880,35190,37090,37450,39860,39610,40850,42060,42710
E01002567,Hounslow 006C,E09000018,Hounslow,35160,35550,37070,39290,39920,42340,43000,46010,45940,47590,49200,50150
E01002568,Hounslow 003D,E09000018,Hounslow,26710,27140,28470,30380,31090,33230,34020,36710,36970,38620,40270,41400
E01002569,Hounslow 001A,E09000018,Hounslow,47270,47970,50160,53260,54180,57500,58430,62550,62480,64740,66950,68270
E01002570,Hounslow 001B,E09000018,Hounslow,44360,45210,47480,50640,51750,55180,56340,60590,60820,63330,65830,67460
E01002571,Hounslow 007A,E09000018,Hounslow,49210,49590,51500,54350,54980,58060,58710,62560,62230,64220,66160,67220
E01002572,Hounslow 007B,E09000018,Hounslow,34750,34990,36340,38370,38840,41070,41590,44410,44270,45800,47320,48210
E01002573,Hounslow 001C,E09000018,Hounslow,52250,53010,55410,58820,59830,63500,64520,69050,68970,71470,73920,75370
E01002574,Hounslow 001D,E09000018,Hounslow,47050,47670,49770,52770,53600,56810,57640,61620,61470,63610,65710,66930
E01002575,Hounslow 001E,E09000018,Hounslow,49120,49900,52230,55510,56540,60080,61120,65510,65520,67990,70410,71900
E01002576,Hounslow 008A,E09000018,Hounslow,40120,40660,42480,45100,45900,48770,49630,53220,53270,55330,57370,58670
E01002577,Hounslow 007C,E09000018,Hounslow,45040,45630,47660,50580,51450,54620,55530,59480,59470,61690,63870,65210
E01002578,Hounslow 007D,E09000018,Hounslow,46770,47410,49530,52590,53510,56840,57830,61990,62010,64370,66700,68150
E01002579,Hounslow 008B,E09000018,Hounslow,45490,45910,47760,50470,51120,54040,54690,58320,58030,59910,61730,62710
E01002580,Hounslow 008C,E09000018,Hounslow,38210,38910,40860,43590,44570,47560,48610,52330,52580,54800,57000,58460
E01002581,Hounslow 008D,E09000018,Hounslow,43210,43700,45560,48260,48980,51900,52640,56260,56120,58070,59980,61080
E01002582,Hounslow 008E,E09000018,Hounslow,47050,47600,49630,52580,53390,56580,57420,61380,61240,63390,65490,66720
E01002583,Hounslow 013A,E09000018,Hounslow,30570,30770,31970,33790,34250,36250,36760,39290,39200,40580,41950,42760
E01002584,Hounslow 013B,E09000018,Hounslow,28090,28310,29450,31160,31630,33530,34060,36460,36440,37800,39140,39960
E01002585,Hounslow 013C,E09000018,Hounslow,27980,28190,29310,31010,31470,33360,33880,36260,36240,37580,38910,39730
E01002586,Hounslow 013D,E09000018,Hounslow,29780,29980,31150,32920,33370,35320,35820,38290,38210,39570,40900,41690
E01002587,Hounslow 016A,E09000018,Hounslow,29620,29640,30630,32210,32500,34260,34610,36880,36690,37890,39080,39750
E01002588,Hounslow 016B,E09000018,Hounslow,25110,25310,26350,27910,28380,30140,30690,32950,33030,34370,35710,36600
E01002589,Hounslow 013E,E09000018,Hounslow,28650,28810,29900,31570,31970,33820,34270,36620,36530,37810,39080,39840
E01002590,Hounslow 022C,E09000018,Hounslow,30620,30820,32020,33840,34310,36330,36870,39430,39380,40820,42240,43110
E01002591,Hounslow 024A,E09000018,Hounslow,28530,28860,30130,32000,32590,34670,35330,37950,38050,39590,41110,42100
E01002592,Hounslow 022D,E09000018,Hounslow,28560,28790,29960,31720,32210,34170,34730,37210,37220,38640,40050,40930
E01002593,Hounslow 024B,E09000018,Hounslow,30440,30690,31930,33780,34290,36360,36930,39530,39520,40990,42440,43340
E01002594,Hounslow 024C,E09000018,Hounslow,31540,31680,32840,34620,35010,36980,37430,39930,39780,41130,42460,43230
E01002595,Hounslow 022E,E09000018,Hounslow,28160,28480,29740,31590,32180,34240,34910,37510,37620,39160,40680,41680
E01002596,Hounslow 027A,E09000018,Hounslow,31680,31840,33020,34820,35220,37190,37630,40120,39940,41260,42560,43300
E01002598,Hounslow 025B,E09000018,Hounslow,27960,28230,29420,31180,31700,33660,34240,36710,36740,38170,39580,40470
E01002599,Hounslow 025C,E09000018,Hounslow,28630,28910,30140,31950,32490,34510,35110,37650,37680,39140,40590,41500
E01002600,Hounslow 025D,E09000018,Hounslow,28560,28850,30080,31890,32440,34450,35060,37600,37650,39120,40570,41490
E01002601,Hounslow 027B,E09000018,Hounslow,31460,31790,33140,35130,35700,37880,38500,41230,41210,42730,44230,45150
E01002602,Hounslow 027C,E09000018,Hounslow,30500,31070,32650,34870,35700,38160,39060,42110,42370,44220,46050,47280
E01002603,Hounslow 025E,E09000018,Hounslow,32100,32200,33340,35100,35450,37390,37790,40260,40040,41330,42600,43310
E01002604,Hounslow 026A,E09000018,Hounslow,24370,24740,25940,27660,28290,30230,30940,33370,33600,35100,36590,37610
